Questions,Category,Bloom Level
"Compare the advantages and limitations of using imperative programming languages (e.g., C, Java) versus declarative programming languages (e.g., SQL, Prolog) for solving computational problems.",BT4,Analyze
"A city is experiencing groundwater depletion and subsidence due to excessive groundwater pumping for irrigation and municipal water supply. Analyze the groundwater recharge techniques (e.g., infiltration basins, recharge wells, artificial recharge) and recommend strategies for replenishing aquifers and mitigating subsidence impacts on infrastructure and land stability.",BT4,Analyze
Your team is developing a recommendation system for an e-commerce platform. Compare the advantages and limitations of collaborative filtering versus content-based filtering approaches in providing personalized product recommendations to users.,BT4,Analyze
"As a civil engineer, you are tasked with designing a sustainable transportation system for a city aiming to reduce carbon emissions and promote active transportation. Explain how you would apply urban planning principles and multimodal transportation strategies to prioritize pedestrian walkways, bike lanes, and public transit routes while minimizing reliance on private vehicles.",BT3,Apply
"Plan a sustainable transportation system for a city that integrates electric vehicles, bike-sharing programs, and pedestrian-friendly infrastructure.",BT6,Create
"You are tasked with developing a disaster response communication system for coordinating emergency response efforts during natural disasters. Create a communication system that integrates voice, data, and video communication channels, enabling real-time collaboration and information sharing among emergency responders, government agencies, and affected communities to facilitate timely and effective disaster response and recovery operations.",BT6,Create
"Compare the efficiency of different foundation systems (e.g., shallow foundation, deep foundation, pile foundation) in supporting structures on various soil types and ground conditions.",BT4,Analyze
Hypothesize an approach for using deep reinforcement learning to optimize resource allocation and scheduling in cloud computing environments.,BT6,Create
Criticize the reliability of structural health monitoring systems in detecting and assessing damage in bridges and infrastructure.,BT5,Evaluate
"Compare the different types of joins in SQL (e.g., inner join, outer join, cross join), explaining their use cases and implications on query results.",BT2,Understand
Analyze the impact of algorithmic bias on the fairness and inclusivity of machine learning models in hiring practices.,BT3,Apply
